id	col1	col2	random
2259	row2259_col1	row2259_col2	2809
2260	row2260_col1	row2260_col2	8298
2261	row2261_col1	row2261_col2	3051
2262	row2262_col1	row2262_col2	5640
2263	row2263_col1	row2263_col2	9355
2264	row2264_col1	row2264_col2	1341
2265	row2265_col1	row2265_col2	1629
2266	row2266_col1	row2266_col2	5122
2267	row2267_col1	row2267_col2	8832
2268	row2268_col1	row2268_col2	6793
2269	row2269_col1	row2269_col2	6038
2270	row2270_col1	row2270_col2	6534
2271	row2271_col1	row2271_col2	319
2272	row2272_col1	row2272_col2	482
2273	row2273_col1	row2273_col2	7416
2274	row2274_col1	row2274_col2	6294
2275	row2275_col1	row2275_col2	9004
2276	row2276_col1	row2276_col2	4367
2277	row2277_col1	row2277_col2	3942
2278	row2278_col1	row2278_col2	1620
2279	row2279_col1	row2279_col2	3496
2280	row2280_col1	row2280_col2	6683
2281	row2281_col1	row2281_col2	1861
2282	row2282_col1	row2282_col2	3590
2283	row2283_col1	row2283_col2	4733
2284	row2284_col1	row2284_col2	9892
2285	row2285_col1	row2285_col2	5773
2286	row2286_col1	row2286_col2	2057
2287	row2287_col1	row2287_col2	7390
2288	row2288_col1	row2288_col2	5343
2289	row2289_col1	row2289_col2	5735
2290	row2290_col1	row2290_col2	6846
2291	row2291_col1	row2291_col2	4654
2292	row2292_col1	row2292_col2	5171
2293	row2293_col1	row2293_col2	7981
2294	row2294_col1	row2294_col2	5201
2295	row2295_col1	row2295_col2	4514
2296	row2296_col1	row2296_col2	8483
2297	row2297_col1	row2297_col2	3395
2298	row2298_col1	row2298_col2	5059
2299	row2299_col1	row2299_col2	7974
2300	row2300_col1	row2300_col2	5712
2301	row2301_col1	row2301_col2	2309
2302	row2302_col1	row2302_col2	3331
2303	row2303_col1	row2303_col2	3016
2304	row2304_col1	row2304_col2	7972
2305	row2305_col1	row2305_col2	5050
2306	row2306_col1	row2306_col2	2536
2307	row2307_col1	row2307_col2	8787
2308	row2308_col1	row2308_col2	1485
2309	row2309_col1	row2309_col2	9398
2310	row2310_col1	row2310_col2	6523
2311	row2311_col1	row2311_col2	6651
2312	row2312_col1	row2312_col2	3178
2313	row2313_col1	row2313_col2	3992
2314	row2314_col1	row2314_col2	236
2315	row2315_col1	row2315_col2	6730
2316	row2316_col1	row2316_col2	6291
2317	row2317_col1	row2317_col2	7878
2318	row2318_col1	row2318_col2	1871
2319	row2319_col1	row2319_col2	8201
2320	row2320_col1	row2320_col2	4305
2321	row2321_col1	row2321_col2	1278
2322	row2322_col1	row2322_col2	4879
2323	row2323_col1	row2323_col2	2629
2324	row2324_col1	row2324_col2	3150
2325	row2325_col1	row2325_col2	5335
2326	row2326_col1	row2326_col2	6848
2327	row2327_col1	row2327_col2	9200
2328	row2328_col1	row2328_col2	817
2329	row2329_col1	row2329_col2	590
2330	row2330_col1	row2330_col2	70
2331	row2331_col1	row2331_col2	524
2332	row2332_col1	row2332_col2	8748
2333	row2333_col1	row2333_col2	4251
2334	row2334_col1	row2334_col2	2512
2335	row2335_col1	row2335_col2	4430
2336	row2336_col1	row2336_col2	2588
2337	row2337_col1	row2337_col2	8986
2338	row2338_col1	row2338_col2	597
2339	row2339_col1	row2339_col2	9741
2340	row2340_col1	row2340_col2	7542
2341	row2341_col1	row2341_col2	9144
2342	row2342_col1	row2342_col2	3280
2343	row2343_col1	row2343_col2	9314
2344	row2344_col1	row2344_col2	4434
2345	row2345_col1	row2345_col2	3466
2346	row2346_col1	row2346_col2	9875
2347	row2347_col1	row2347_col2	2537
2348	row2348_col1	row2348_col2	1221
2349	row2349_col1	row2349_col2	2708
2350	row2350_col1	row2350_col2	9595
2351	row2351_col1	row2351_col2	350
2352	row2352_col1	row2352_col2	6829
2353	row2353_col1	row2353_col2	6979
2354	row2354_col1	row2354_col2	5880
2355	row2355_col1	row2355_col2	4886
2356	row2356_col1	row2356_col2	3305
2357	row2357_col1	row2357_col2	4789
2358	row2358_col1	row2358_col2	2738
2359	row2359_col1	row2359_col2	6477
2360	row2360_col1	row2360_col2	2552
2361	row2361_col1	row2361_col2	6327
2362	row2362_col1	row2362_col2	1337
2363	row2363_col1	row2363_col2	8390
2364	row2364_col1	row2364_col2	3084
2365	row2365_col1	row2365_col2	6064
2366	row2366_col1	row2366_col2	2052
2367	row2367_col1	row2367_col2	4377
2368	row2368_col1	row2368_col2	7286
2369	row2369_col1	row2369_col2	2209
2370	row2370_col1	row2370_col2	7238
2371	row2371_col1	row2371_col2	958
2372	row2372_col1	row2372_col2	8241
2373	row2373_col1	row2373_col2	6501
2374	row2374_col1	row2374_col2	5129
2375	row2375_col1	row2375_col2	7484
2376	row2376_col1	row2376_col2	7288
2377	row2377_col1	row2377_col2	7385
2378	row2378_col1	row2378_col2	3872
2379	row2379_col1	row2379_col2	119
2380	row2380_col1	row2380_col2	8869
2381	row2381_col1	row2381_col2	8988
2382	row2382_col1	row2382_col2	6278
2383	row2383_col1	row2383_col2	5716
2384	row2384_col1	row2384_col2	3817
2385	row2385_col1	row2385_col2	3378
2386	row2386_col1	row2386_col2	5902
2387	row2387_col1	row2387_col2	8154
2388	row2388_col1	row2388_col2	3908
2389	row2389_col1	row2389_col2	4729
2390	row2390_col1	row2390_col2	7893
2391	row2391_col1	row2391_col2	64
2392	row2392_col1	row2392_col2	9
2393	row2393_col1	row2393_col2	658
2394	row2394_col1	row2394_col2	2974
2395	row2395_col1	row2395_col2	9030
2396	row2396_col1	row2396_col2	4858
2397	row2397_col1	row2397_col2	6267
2398	row2398_col1	row2398_col2	1610
2399	row2399_col1	row2399_col2	7625
2400	row2400_col1	row2400_col2	375
2401	row2401_col1	row2401_col2	5240
2402	row2402_col1	row2402_col2	6959
2403	row2403_col1	row2403_col2	2900
2404	row2404_col1	row2404_col2	2202
2405	row2405_col1	row2405_col2	2572
2406	row2406_col1	row2406_col2	4734
2407	row2407_col1	row2407_col2	5836
2408	row2408_col1	row2408_col2	6278
2409	row2409_col1	row2409_col2	9993
2410	row2410_col1	row2410_col2	5129
2411	row2411_col1	row2411_col2	1382
2412	row2412_col1	row2412_col2	5167
2413	row2413_col1	row2413_col2	7586
2414	row2414_col1	row2414_col2	2344
2415	row2415_col1	row2415_col2	2763
2416	row2416_col1	row2416_col2	6599
2417	row2417_col1	row2417_col2	7697
2418	row2418_col1	row2418_col2	8401
2419	row2419_col1	row2419_col2	923
2420	row2420_col1	row2420_col2	7239
2421	row2421_col1	row2421_col2	3681
2422	row2422_col1	row2422_col2	5799
2423	row2423_col1	row2423_col2	1370
2424	row2424_col1	row2424_col2	7716
2425	row2425_col1	row2425_col2	436
2426	row2426_col1	row2426_col2	8147
2427	row2427_col1	row2427_col2	5222
2428	row2428_col1	row2428_col2	5483
2429	row2429_col1	row2429_col2	9471
2430	row2430_col1	row2430_col2	6767
2431	row2431_col1	row2431_col2	5916
2432	row2432_col1	row2432_col2	4390
2433	row2433_col1	row2433_col2	2577
2434	row2434_col1	row2434_col2	9322
2435	row2435_col1	row2435_col2	2699
2436	row2436_col1	row2436_col2	7098
2437	row2437_col1	row2437_col2	4539
2438	row2438_col1	row2438_col2	4824
2439	row2439_col1	row2439_col2	1740
2440	row2440_col1	row2440_col2	3464
2441	row2441_col1	row2441_col2	5508
2442	row2442_col1	row2442_col2	8466
2443	row2443_col1	row2443_col2	2260
2444	row2444_col1	row2444_col2	6086
2445	row2445_col1	row2445_col2	6812
2446	row2446_col1	row2446_col2	6204
2447	row2447_col1	row2447_col2	5010
2448	row2448_col1	row2448_col2	7179
2449	row2449_col1	row2449_col2	1622
2450	row2450_col1	row2450_col2	5332
2451	row2451_col1	row2451_col2	6455
2452	row2452_col1	row2452_col2	3925
2453	row2453_col1	row2453_col2	2897
2454	row2454_col1	row2454_col2	4805
2455	row2455_col1	row2455_col2	1055
2456	row2456_col1	row2456_col2	4703
2457	row2457_col1	row2457_col2	862
2458	row2458_col1	row2458_col2	5844
2459	row2459_col1	row2459_col2	7913
2460	row2460_col1	row2460_col2	4671
2461	row2461_col1	row2461_col2	3736
2462	row2462_col1	row2462_col2	6412
2463	row2463_col1	row2463_col2	5656
2464	row2464_col1	row2464_col2	4261
2465	row2465_col1	row2465_col2	4566
2466	row2466_col1	row2466_col2	5914
2467	row2467_col1	row2467_col2	2757
2468	row2468_col1	row2468_col2	7328
2469	row2469_col1	row2469_col2	2805
2470	row2470_col1	row2470_col2	652
2471	row2471_col1	row2471_col2	2335
2472	row2472_col1	row2472_col2	1725
2473	row2473_col1	row2473_col2	122
2474	row2474_col1	row2474_col2	3447
2475	row2475_col1	row2475_col2	3041
2476	row2476_col1	row2476_col2	90
2477	row2477_col1	row2477_col2	4553
2478	row2478_col1	row2478_col2	2894
2479	row2479_col1	row2479_col2	9302
2480	row2480_col1	row2480_col2	871
2481	row2481_col1	row2481_col2	317
2482	row2482_col1	row2482_col2	8335
2483	row2483_col1	row2483_col2	2566
2484	row2484_col1	row2484_col2	7067
2485	row2485_col1	row2485_col2	6486
2486	row2486_col1	row2486_col2	6978
2487	row2487_col1	row2487_col2	3503
2488	row2488_col1	row2488_col2	5609
2489	row2489_col1	row2489_col2	1857
2490	row2490_col1	row2490_col2	7855
2491	row2491_col1	row2491_col2	1755
2492	row2492_col1	row2492_col2	7552
2493	row2493_col1	row2493_col2	1628
2494	row2494_col1	row2494_col2	6387
2495	row2495_col1	row2495_col2	8222
2496	row2496_col1	row2496_col2	3949
2497	row2497_col1	row2497_col2	7788
2498	row2498_col1	row2498_col2	4195
2499	row2499_col1	row2499_col2	1594
2500	row2500_col1	row2500_col2	8063
2501	row2501_col1	row2501_col2	1994
2502	row2502_col1	row2502_col2	922
2503	row2503_col1	row2503_col2	4761
2504	row2504_col1	row2504_col2	5758
2505	row2505_col1	row2505_col2	8355
2506	row2506_col1	row2506_col2	2904
2507	row2507_col1	row2507_col2	545
2508	row2508_col1	row2508_col2	8484
2509	row2509_col1	row2509_col2	8002
2510	row2510_col1	row2510_col2	3588
2511	row2511_col1	row2511_col2	4561
2512	row2512_col1	row2512_col2	3362
2513	row2513_col1	row2513_col2	7604
2514	row2514_col1	row2514_col2	1558
2515	row2515_col1	row2515_col2	8156
2516	row2516_col1	row2516_col2	6359
2517	row2517_col1	row2517_col2	158
2518	row2518_col1	row2518_col2	6994
2519	row2519_col1	row2519_col2	5852
2520	row2520_col1	row2520_col2	775
2521	row2521_col1	row2521_col2	2630
2522	row2522_col1	row2522_col2	1815
2523	row2523_col1	row2523_col2	236
2524	row2524_col1	row2524_col2	4691
2525	row2525_col1	row2525_col2	9859
2526	row2526_col1	row2526_col2	7222
2527	row2527_col1	row2527_col2	3307
2528	row2528_col1	row2528_col2	6551
2529	row2529_col1	row2529_col2	3352
2530	row2530_col1	row2530_col2	6598
2531	row2531_col1	row2531_col2	6031
2532	row2532_col1	row2532_col2	3327
2533	row2533_col1	row2533_col2	5540
2534	row2534_col1	row2534_col2	6886
2535	row2535_col1	row2535_col2	9466
2536	row2536_col1	row2536_col2	1693
2537	row2537_col1	row2537_col2	4746
2538	row2538_col1	row2538_col2	6251
2539	row2539_col1	row2539_col2	590
2540	row2540_col1	row2540_col2	9326
2541	row2541_col1	row2541_col2	1964
2542	row2542_col1	row2542_col2	1637
2543	row2543_col1	row2543_col2	6379
2544	row2544_col1	row2544_col2	6052
2545	row2545_col1	row2545_col2	1242
2546	row2546_col1	row2546_col2	3117
2547	row2547_col1	row2547_col2	8356
2548	row2548_col1	row2548_col2	6344
2549	row2549_col1	row2549_col2	7849
2550	row2550_col1	row2550_col2	5321
2551	row2551_col1	row2551_col2	6259
2552	row2552_col1	row2552_col2	1124
2553	row2553_col1	row2553_col2	1433
2554	row2554_col1	row2554_col2	535
2555	row2555_col1	row2555_col2	6502
2556	row2556_col1	row2556_col2	7554
2557	row2557_col1	row2557_col2	4197
2558	row2558_col1	row2558_col2	7539
2559	row2559_col1	row2559_col2	9316
2560	row2560_col1	row2560_col2	8605
2561	row2561_col1	row2561_col2	638
2562	row2562_col1	row2562_col2	6432
2563	row2563_col1	row2563_col2	7887
2564	row2564_col1	row2564_col2	497
2565	row2565_col1	row2565_col2	6861
2566	row2566_col1	row2566_col2	773
2567	row2567_col1	row2567_col2	3132
2568	row2568_col1	row2568_col2	9144
2569	row2569_col1	row2569_col2	4350
2570	row2570_col1	row2570_col2	331
2571	row2571_col1	row2571_col2	5886
2572	row2572_col1	row2572_col2	7972
2573	row2573_col1	row2573_col2	9742
2574	row2574_col1	row2574_col2	5745
2575	row2575_col1	row2575_col2	2133
2576	row2576_col1	row2576_col2	4015
2577	row2577_col1	row2577_col2	829
2578	row2578_col1	row2578_col2	1980
2579	row2579_col1	row2579_col2	634
2580	row2580_col1	row2580_col2	8999
2581	row2581_col1	row2581_col2	1251
2582	row2582_col1	row2582_col2	2283
2583	row2583_col1	row2583_col2	8724
2584	row2584_col1	row2584_col2	6276
2585	row2585_col1	row2585_col2	8860
2586	row2586_col1	row2586_col2	2163
2587	row2587_col1	row2587_col2	6774
2588	row2588_col1	row2588_col2	9011
2589	row2589_col1	row2589_col2	1522
2590	row2590_col1	row2590_col2	3091
2591	row2591_col1	row2591_col2	6633
2592	row2592_col1	row2592_col2	8311
2593	row2593_col1	row2593_col2	6522
2594	row2594_col1	row2594_col2	8628
2595	row2595_col1	row2595_col2	9595
2596	row2596_col1	row2596_col2	9146
2597	row2597_col1	row2597_col2	9093
2598	row2598_col1	row2598_col2	8679
2599	row2599_col1	row2599_col2	2717
2600	row2600_col1	row2600_col2	5105
2601	row2601_col1	row2601_col2	1292
2602	row2602_col1	row2602_col2	7363
2603	row2603_col1	row2603_col2	5624
2604	row2604_col1	row2604_col2	6540
2605	row2605_col1	row2605_col2	8687
2606	row2606_col1	row2606_col2	4541
2607	row2607_col1	row2607_col2	3837
2608	row2608_col1	row2608_col2	2462
2609	row2609_col1	row2609_col2	4624
2610	row2610_col1	row2610_col2	1461
2611	row2611_col1	row2611_col2	4214
2612	row2612_col1	row2612_col2	5910
2613	row2613_col1	row2613_col2	8466
2614	row2614_col1	row2614_col2	274
2615	row2615_col1	row2615_col2	7875
2616	row2616_col1	row2616_col2	863
2617	row2617_col1	row2617_col2	3801
2618	row2618_col1	row2618_col2	6038
2619	row2619_col1	row2619_col2	4556
2620	row2620_col1	row2620_col2	9813
2621	row2621_col1	row2621_col2	6638
2622	row2622_col1	row2622_col2	3083
2623	row2623_col1	row2623_col2	477
2624	row2624_col1	row2624_col2	5209
2625	row2625_col1	row2625_col2	4668
2626	row2626_col1	row2626_col2	7602
2627	row2627_col1	row2627_col2	4389
2628	row2628_col1	row2628_col2	5303
2629	row2629_col1	row2629_col2	2274
2630	row2630_col1	row2630_col2	9477
2631	row2631_col1	row2631_col2	6410
2632	row2632_col1	row2632_col2	21
2633	row2633_col1	row2633_col2	3625
2634	row2634_col1	row2634_col2	111
2635	row2635_col1	row2635_col2	2520
2636	row2636_col1	row2636_col2	8607
2637	row2637_col1	row2637_col2	9049
2638	row2638_col1	row2638_col2	3609
2639	row2639_col1	row2639_col2	4001
2640	row2640_col1	row2640_col2	3860
2641	row2641_col1	row2641_col2	4394
2642	row2642_col1	row2642_col2	7672
2643	row2643_col1	row2643_col2	7396
2644	row2644_col1	row2644_col2	4059
2645	row2645_col1	row2645_col2	1027
2646	row2646_col1	row2646_col2	3530
2647	row2647_col1	row2647_col2	1486
2648	row2648_col1	row2648_col2	2591
2649	row2649_col1	row2649_col2	3710
2650	row2650_col1	row2650_col2	4400
2651	row2651_col1	row2651_col2	6142
2652	row2652_col1	row2652_col2	3414
2653	row2653_col1	row2653_col2	4977
2654	row2654_col1	row2654_col2	9329
2655	row2655_col1	row2655_col2	1184
2656	row2656_col1	row2656_col2	1676
2657	row2657_col1	row2657_col2	7502
2658	row2658_col1	row2658_col2	7814
2659	row2659_col1	row2659_col2	5917
2660	row2660_col1	row2660_col2	3862
2661	row2661_col1	row2661_col2	2394
2662	row2662_col1	row2662_col2	1122
2663	row2663_col1	row2663_col2	4150
2664	row2664_col1	row2664_col2	8247
2665	row2665_col1	row2665_col2	1154
2666	row2666_col1	row2666_col2	9462
2667	row2667_col1	row2667_col2	4499
2668	row2668_col1	row2668_col2	1133
2669	row2669_col1	row2669_col2	9819
2670	row2670_col1	row2670_col2	7218
2671	row2671_col1	row2671_col2	1037
2672	row2672_col1	row2672_col2	574
2673	row2673_col1	row2673_col2	302
2674	row2674_col1	row2674_col2	559
2675	row2675_col1	row2675_col2	9674
2676	row2676_col1	row2676_col2	4084
2677	row2677_col1	row2677_col2	6853
2678	row2678_col1	row2678_col2	5466
2679	row2679_col1	row2679_col2	8399
2680	row2680_col1	row2680_col2	6340
2681	row2681_col1	row2681_col2	6508
2682	row2682_col1	row2682_col2	7866
2683	row2683_col1	row2683_col2	8698
2684	row2684_col1	row2684_col2	1696
2685	row2685_col1	row2685_col2	2100
2686	row2686_col1	row2686_col2	286
2687	row2687_col1	row2687_col2	3322
2688	row2688_col1	row2688_col2	9364
2689	row2689_col1	row2689_col2	5948
2690	row2690_col1	row2690_col2	5518
2691	row2691_col1	row2691_col2	750
2692	row2692_col1	row2692_col2	6373
2693	row2693_col1	row2693_col2	8878
2694	row2694_col1	row2694_col2	7898
2695	row2695_col1	row2695_col2	9022
2696	row2696_col1	row2696_col2	2820
2697	row2697_col1	row2697_col2	4968
2698	row2698_col1	row2698_col2	1907
2699	row2699_col1	row2699_col2	2089
2700	row2700_col1	row2700_col2	3086
2701	row2701_col1	row2701_col2	3184
2702	row2702_col1	row2702_col2	5244
2703	row2703_col1	row2703_col2	7060
2704	row2704_col1	row2704_col2	3183
2705	row2705_col1	row2705_col2	6530
2706	row2706_col1	row2706_col2	1765
2707	row2707_col1	row2707_col2	9141
2708	row2708_col1	row2708_col2	5956
2709	row2709_col1	row2709_col2	4082
2710	row2710_col1	row2710_col2	990
2711	row2711_col1	row2711_col2	3674
2712	row2712_col1	row2712_col2	926
2713	row2713_col1	row2713_col2	6888
2714	row2714_col1	row2714_col2	72
2715	row2715_col1	row2715_col2	5938
2716	row2716_col1	row2716_col2	7404
2717	row2717_col1	row2717_col2	923
2718	row2718_col1	row2718_col2	2986
2719	row2719_col1	row2719_col2	7392
2720	row2720_col1	row2720_col2	7269
2721	row2721_col1	row2721_col2	8019
2722	row2722_col1	row2722_col2	8616
2723	row2723_col1	row2723_col2	6846
2724	row2724_col1	row2724_col2	1924
2725	row2725_col1	row2725_col2	6912
2726	row2726_col1	row2726_col2	8361
2727	row2727_col1	row2727_col2	4024
2728	row2728_col1	row2728_col2	4047
2729	row2729_col1	row2729_col2	3963
2730	row2730_col1	row2730_col2	4211
2731	row2731_col1	row2731_col2	7814
2732	row2732_col1	row2732_col2	5627
2733	row2733_col1	row2733_col2	5237
2734	row2734_col1	row2734_col2	6277
2735	row2735_col1	row2735_col2	9664
2736	row2736_col1	row2736_col2	962
2737	row2737_col1	row2737_col2	8561
2738	row2738_col1	row2738_col2	256
2739	row2739_col1	row2739_col2	5651
2740	row2740_col1	row2740_col2	2882
2741	row2741_col1	row2741_col2	2766
2742	row2742_col1	row2742_col2	2515
2743	row2743_col1	row2743_col2	3713
2744	row2744_col1	row2744_col2	3542
2745	row2745_col1	row2745_col2	3230
2746	row2746_col1	row2746_col2	7626
2747	row2747_col1	row2747_col2	6073
2748	row2748_col1	row2748_col2	2291
2749	row2749_col1	row2749_col2	9216
2750	row2750_col1	row2750_col2	3417
2751	row2751_col1	row2751_col2	1629
2752	row2752_col1	row2752_col2	2851
2753	row2753_col1	row2753_col2	1713
2754	row2754_col1	row2754_col2	2016
2755	row2755_col1	row2755_col2	2665
2756	row2756_col1	row2756_col2	4227
2757	row2757_col1	row2757_col2	6504
2758	row2758_col1	row2758_col2	6485
2759	row2759_col1	row2759_col2	7679
2760	row2760_col1	row2760_col2	6222
2761	row2761_col1	row2761_col2	8681
2762	row2762_col1	row2762_col2	1495
2763	row2763_col1	row2763_col2	1844
2764	row2764_col1	row2764_col2	8210
2765	row2765_col1	row2765_col2	7613
2766	row2766_col1	row2766_col2	3149
2767	row2767_col1	row2767_col2	4572
2768	row2768_col1	row2768_col2	7456
2769	row2769_col1	row2769_col2	8086
2770	row2770_col1	row2770_col2	8016
2771	row2771_col1	row2771_col2	9183
2772	row2772_col1	row2772_col2	9787
2773	row2773_col1	row2773_col2	8201
2774	row2774_col1	row2774_col2	9938
2775	row2775_col1	row2775_col2	8581
2776	row2776_col1	row2776_col2	6362
2777	row2777_col1	row2777_col2	5879
2778	row2778_col1	row2778_col2	1931
2779	row2779_col1	row2779_col2	771
2780	row2780_col1	row2780_col2	2461
2781	row2781_col1	row2781_col2	6144
2782	row2782_col1	row2782_col2	4368
2783	row2783_col1	row2783_col2	3491
2784	row2784_col1	row2784_col2	3078
2785	row2785_col1	row2785_col2	5993
2786	row2786_col1	row2786_col2	5671
2787	row2787_col1	row2787_col2	1781
2788	row2788_col1	row2788_col2	9205
2789	row2789_col1	row2789_col2	9795
2790	row2790_col1	row2790_col2	7505
2791	row2791_col1	row2791_col2	6250
2792	row2792_col1	row2792_col2	3045
2793	row2793_col1	row2793_col2	9454
2794	row2794_col1	row2794_col2	8891
2795	row2795_col1	row2795_col2	6652
2796	row2796_col1	row2796_col2	6044
2797	row2797_col1	row2797_col2	2814
2798	row2798_col1	row2798_col2	4774
2799	row2799_col1	row2799_col2	363
2800	row2800_col1	row2800_col2	1308
2801	row2801_col1	row2801_col2	9964
2802	row2802_col1	row2802_col2	387
2803	row2803_col1	row2803_col2	3210
2804	row2804_col1	row2804_col2	1940
2805	row2805_col1	row2805_col2	5783
2806	row2806_col1	row2806_col2	8102
2807	row2807_col1	row2807_col2	7013
2808	row2808_col1	row2808_col2	1230
2809	row2809_col1	row2809_col2	9428
2810	row2810_col1	row2810_col2	1508
2811	row2811_col1	row2811_col2	1212
2812	row2812_col1	row2812_col2	3652
2813	row2813_col1	row2813_col2	6674
2814	row2814_col1	row2814_col2	3696
2815	row2815_col1	row2815_col2	4492
2816	row2816_col1	row2816_col2	2292
2817	row2817_col1	row2817_col2	1915
2818	row2818_col1	row2818_col2	6197
2819	row2819_col1	row2819_col2	1417
2820	row2820_col1	row2820_col2	3180
2821	row2821_col1	row2821_col2	4039
2822	row2822_col1	row2822_col2	9576
2823	row2823_col1	row2823_col2	7852
2824	row2824_col1	row2824_col2	4522
2825	row2825_col1	row2825_col2	1456
2826	row2826_col1	row2826_col2	8790
2827	row2827_col1	row2827_col2	613
2828	row2828_col1	row2828_col2	3528
2829	row2829_col1	row2829_col2	3395
2830	row2830_col1	row2830_col2	4835
2831	row2831_col1	row2831_col2	2627
2832	row2832_col1	row2832_col2	9435
2833	row2833_col1	row2833_col2	384
2834	row2834_col1	row2834_col2	4953
2835	row2835_col1	row2835_col2	8325
2836	row2836_col1	row2836_col2	4290
2837	row2837_col1	row2837_col2	9628
2838	row2838_col1	row2838_col2	8137
2839	row2839_col1	row2839_col2	3580
2840	row2840_col1	row2840_col2	3897
2841	row2841_col1	row2841_col2	1270
2842	row2842_col1	row2842_col2	5145
2843	row2843_col1	row2843_col2	7281
2844	row2844_col1	row2844_col2	9908
2845	row2845_col1	row2845_col2	2539
2846	row2846_col1	row2846_col2	1717
2847	row2847_col1	row2847_col2	137
2848	row2848_col1	row2848_col2	2506
2849	row2849_col1	row2849_col2	9144
2850	row2850_col1	row2850_col2	9154
2851	row2851_col1	row2851_col2	2110
2852	row2852_col1	row2852_col2	8754
2853	row2853_col1	row2853_col2	6561
2854	row2854_col1	row2854_col2	235
2855	row2855_col1	row2855_col2	176
2856	row2856_col1	row2856_col2	3483
2857	row2857_col1	row2857_col2	5351
2858	row2858_col1	row2858_col2	4729
2859	row2859_col1	row2859_col2	2673
2860	row2860_col1	row2860_col2	9895
2861	row2861_col1	row2861_col2	3245
2862	row2862_col1	row2862_col2	9387
2863	row2863_col1	row2863_col2	5855
2864	row2864_col1	row2864_col2	3865
2865	row2865_col1	row2865_col2	707
2866	row2866_col1	row2866_col2	4769
2867	row2867_col1	row2867_col2	7553
2868	row2868_col1	row2868_col2	5855
2869	row2869_col1	row2869_col2	784
2870	row2870_col1	row2870_col2	2056
2871	row2871_col1	row2871_col2	1831
2872	row2872_col1	row2872_col2	9408
2873	row2873_col1	row2873_col2	7626
2874	row2874_col1	row2874_col2	5435
2875	row2875_col1	row2875_col2	9108
2876	row2876_col1	row2876_col2	1569
2877	row2877_col1	row2877_col2	7341
2878	row2878_col1	row2878_col2	3832
2879	row2879_col1	row2879_col2	3904
2880	row2880_col1	row2880_col2	7981
2881	row2881_col1	row2881_col2	5620
2882	row2882_col1	row2882_col2	1189
2883	row2883_col1	row2883_col2	3596
2884	row2884_col1	row2884_col2	8050
2885	row2885_col1	row2885_col2	9452
2886	row2886_col1	row2886_col2	1653
2887	row2887_col1	row2887_col2	588
2888	row2888_col1	row2888_col2	1886
2889	row2889_col1	row2889_col2	7211
2890	row2890_col1	row2890_col2	6556
2891	row2891_col1	row2891_col2	7490
2892	row2892_col1	row2892_col2	5476
2893	row2893_col1	row2893_col2	961
2894	row2894_col1	row2894_col2	8528
2895	row2895_col1	row2895_col2	9978
2896	row2896_col1	row2896_col2	6943
2897	row2897_col1	row2897_col2	1500
2898	row2898_col1	row2898_col2	5221
2899	row2899_col1	row2899_col2	2079
2900	row2900_col1	row2900_col2	9007
2901	row2901_col1	row2901_col2	9241
2902	row2902_col1	row2902_col2	2765
2903	row2903_col1	row2903_col2	3252
2904	row2904_col1	row2904_col2	4401
2905	row2905_col1	row2905_col2	8916
2906	row2906_col1	row2906_col2	8846
2907	row2907_col1	row2907_col2	3358
2908	row2908_col1	row2908_col2	2019
2909	row2909_col1	row2909_col2	5931
2910	row2910_col1	row2910_col2	2263
2911	row2911_col1	row2911_col2	7637
2912	row2912_col1	row2912_col2	7111
2913	row2913_col1	row2913_col2	2686
2914	row2914_col1	row2914_col2	3939
2915	row2915_col1	row2915_col2	3084
2916	row2916_col1	row2916_col2	5431
2917	row2917_col1	row2917_col2	8217
2918	row2918_col1	row2918_col2	8056
2919	row2919_col1	row2919_col2	4533
2920	row2920_col1	row2920_col2	9901
2921	row2921_col1	row2921_col2	8835
2922	row2922_col1	row2922_col2	8285
2923	row2923_col1	row2923_col2	8345
2924	row2924_col1	row2924_col2	9276
2925	row2925_col1	row2925_col2	6695
2926	row2926_col1	row2926_col2	328
2927	row2927_col1	row2927_col2	5909
2928	row2928_col1	row2928_col2	8380
2929	row2929_col1	row2929_col2	48
2930	row2930_col1	row2930_col2	5891
2931	row2931_col1	row2931_col2	41
2932	row2932_col1	row2932_col2	8005
2933	row2933_col1	row2933_col2	8897
2934	row2934_col1	row2934_col2	698
2935	row2935_col1	row2935_col2	635
2936	row2936_col1	row2936_col2	9440
2937	row2937_col1	row2937_col2	4465
2938	row2938_col1	row2938_col2	7889
2939	row2939_col1	row2939_col2	7948
2940	row2940_col1	row2940_col2	2811
2941	row2941_col1	row2941_col2	4208
2942	row2942_col1	row2942_col2	5037
2943	row2943_col1	row2943_col2	5040
2944	row2944_col1	row2944_col2	978
2945	row2945_col1	row2945_col2	7935
2946	row2946_col1	row2946_col2	2560
2947	row2947_col1	row2947_col2	6418
2948	row2948_col1	row2948_col2	893
2949	row2949_col1	row2949_col2	193
2950	row2950_col1	row2950_col2	6717
2951	row2951_col1	row2951_col2	8450
2952	row2952_col1	row2952_col2	9226
2953	row2953_col1	row2953_col2	4895
2954	row2954_col1	row2954_col2	9212
2955	row2955_col1	row2955_col2	5044
2956	row2956_col1	row2956_col2	1669
2957	row2957_col1	row2957_col2	3958
2958	row2958_col1	row2958_col2	5914
2959	row2959_col1	row2959_col2	7480
2960	row2960_col1	row2960_col2	1057
2961	row2961_col1	row2961_col2	8580
